rating_id,user_id,book_id,borrow_id,rating,rating_date,comment
1179,62,872,2013,5.0,2025-02-22,
1180,62,384,2014,3.5,2024-01-10,
1181,62,959,2015,3.0,2022-07-29,
1182,62,683,2016,4.0,2024-10-22,
1183,62,228,2017,3.5,2024-01-07,
1184,62,827,2021,3.0,2022-11-21,部分内容有价值，但结构不太紧凑。
1185,62,993,2022,3.0,2023-03-30,还可以，但有些部分比较枯燥。
1186,62,764,2023,4.5,2024-12-28,
1187,62,111,2030,3.0,2024-09-29,
1188,62,69,2031,5.0,2022-09-22,内容超出预期，值得一读。
1189,62,194,2032,5.0,2022-09-16,
1190,62,380,2038,5.0,2023-04-11,
1191,62,246,2039,4.0,2025-02-16,很好的一本书，内容充实。
1192,62,200,2043,3.0,2023-10-21,
1193,62,971,2044,2.5,2024-07-13,还可以，但有些部分比较枯燥。
1194,62,851,2045,3.0,2023-03-30,
1195,62,166,2048,5.0,2022-09-12,
1196,62,325,2049,4.5,2023-05-31,绝对的经典，每一页都很精彩。
1197,62,925,2051,3.5,2023-11-21,这本书给了我很多启发，值得一读。
1198,62,929,2055,2.0,2025-02-18,
1199,62,93,2056,2.5,2023-10-13,
1200,62,304,2057,3.5,2024-07-16,观点很有趣，写作风格也不错。
1201,62,938,2058,3.5,2023-12-28,
1202,62,615,2059,5.0,2024-12-27,
1203,62,192,2060,4.0,2023-06-19,这本书给了我很多启发，值得一读。
1204,62,655,2062,2.5,2023-10-30,
1205,62,286,2063,4.0,2023-08-23,
1206,62,423,2064,4.0,2022-07-25,
1207,62,804,2066,3.5,2025-02-18,
1208,62,70,2068,4.5,2023-01-15,
1209,62,681,2069,3.5,2024-06-13,推荐阅读，内容有深度。
1210,62,138,2070,3.0,2023-12-31,
1211,62,199,2071,3.5,2025-02-11,
1212,62,782,2075,4.0,2024-05-29,观点很有趣，写作风格也不错。
1213,62,971,2076,2.5,2023-07-25,有些见解很独特，但整体平平。
1214,62,673,2078,3.5,2022-08-23,
1215,62,163,2079,3.0,2023-12-12,内容一般，不过有几个亮点。
1216,62,662,2080,5.0,2024-05-22,
1217,62,367,2082,5.0,2024-10-11,
1218,62,132,2083,4.0,2023-02-18,
1219,62,400,2086,4.5,2024-01-15,
1220,62,477,2087,3.0,2023-01-05,还可以，但有些部分比较枯燥。
1221,62,85,2088,5.0,2025-02-26,这本书改变了我的看法，太棒了。
1222,62,122,2089,3.0,2024-06-19,
1223,62,421,2090,3.0,2023-02-14,可以一读，但不要期望太高。
1224,62,804,2092,4.5,2024-04-16,
1225,62,79,2094,4.0,2023-06-05,
1226,62,694,2095,5.0,2023-04-12,
1227,62,518,2097,4.5,2024-08-23,
1228,62,594,2098,4.5,2024-04-13,
1229,63,210,2102,4.5,2021-05-28,
1230,63,230,2103,3.5,2023-09-16,
1231,63,812,2105,4.5,2021-09-22,
1232,63,654,2106,4.5,2022-07-27,
1233,63,894,2107,4.5,2021-11-06,内容超出预期，值得一读。
1234,64,396,2109,4.5,2022-11-22,
1235,64,373,2110,4.5,2021-08-03,内容超出预期，值得一读。
1236,64,939,2111,4.5,2022-02-26,非常棒的书，强烈推荐！
1237,64,371,2113,4.0,2023-03-17,这本书给了我很多启发，值得一读。
1238,64,312,2114,4.0,2024-04-30,这本书给了我很多启发，值得一读。
1239,64,35,2116,4.5,2025-01-06,
1240,64,38,2119,4.0,2022-10-13,很好的一本书，内容充实。
1241,64,220,2120,4.5,2024-03-31,非常棒的书，强烈推荐！
1242,64,918,2124,5.0,2023-12-08,
1243,64,13,2125,3.5,2024-12-02,
1244,64,828,2126,4.0,2024-12-19,
1245,64,233,2127,4.5,2025-03-03,非常棒的书，强烈推荐！
1246,64,927,2131,5.0,2023-09-19,非常棒的书，强烈推荐！
1247,64,727,2132,5.0,2022-02-11,内容超出预期，值得一读。
1248,64,328,2135,5.0,2025-02-09,
1249,64,271,2136,4.5,2022-12-14,绝对的经典，每一页都很精彩。
1250,64,352,2138,4.5,2022-07-27,绝对的经典，每一页都很精彩。
1251,64,46,2139,4.5,2023-05-22,
1252,64,739,2140,4.5,2025-01-17,
1253,64,930,2141,5.0,2021-08-04,
1254,64,176,2143,4.5,2022-06-13,这是我读过的最好的书之一。
1255,64,123,2144,4.0,2024-01-30,
1256,65,50,2148,3.0,2024-08-02,还可以，但有些部分比较枯燥。
1257,65,277,2153,4.5,2024-12-04,这本书改变了我的看法，太棒了。
1258,65,433,2154,4.0,2024-07-06,
1259,65,19,2159,4.0,2024-07-16,
1260,65,417,2160,3.5,2024-12-18,
1261,65,431,2161,4.5,2024-06-15,
1262,65,405,2162,3.5,2024-09-04,
1263,65,111,2163,4.0,2024-06-16,
1264,65,923,2166,3.0,2024-06-12,部分内容有价值，但结构不太紧凑。
1265,65,905,2171,3.0,2025-02-02,
1266,65,389,2172,3.5,2025-02-20,推荐阅读，内容有深度。
1267,65,447,2174,3.0,2024-06-26,
1268,65,422,2175,4.0,2024-12-04,
1269,65,858,2176,3.0,2024-12-22,有些见解很独特，但整体平平。
1270,65,294,2177,3.5,2024-05-11,
1271,65,513,2178,3.5,2024-08-09,
1272,65,561,2179,4.0,2024-05-23,
1273,65,499,2181,4.0,2024-04-09,
1274,65,60,2182,2.5,2025-02-06,
1275,65,544,2183,2.5,2025-01-05,
1276,65,987,2184,5.0,2025-02-04,绝对的经典，每一页都很精彩。
1277,65,99,2185,5.0,2024-11-12,这是我读过的最好的书之一。
1278,65,13,2186,3.0,2024-07-16,
1279,65,717,2187,3.5,2024-09-21,很好的一本书，内容充实。
1280,65,11,2188,4.0,2024-05-01,整体来说不错，有些章节特别精彩。
1281,65,140,2189,4.0,2024-11-23,观点很有趣，写作风格也不错。
1282,65,846,2191,4.5,2025-02-01,
1283,65,619,2192,4.5,2024-05-31,
1284,66,495,2197,3.5,2023-02-10,
1285,66,638,2198,3.5,2022-12-31,
1286,66,541,2199,3.5,2024-05-17,
1287,66,697,2200,3.5,2023-02-09,
1288,66,300,2201,2.5,2025-03-08,
1289,66,63,2203,4.0,2022-08-21,这本书给了我很多启发，值得一读。
1290,66,911,2206,3.0,2023-12-06,
1291,67,578,2210,4.0,2024-11-24,
1292,67,304,2211,4.0,2023-07-04,
1293,67,563,2212,3.5,2024-11-08,
1294,67,290,2217,3.0,2025-02-03,还可以，但有些部分比较枯燥。
1295,67,239,2219,3.0,2023-08-24,可以一读，但不要期望太高。
1296,67,326,2220,4.0,2024-03-10,整体来说不错，有些章节特别精彩。
1297,67,159,2222,4.5,2024-10-11,
1298,67,6,2223,4.5,2024-01-12,绝对的经典，每一页都很精彩。
1299,67,209,2224,3.0,2024-12-24,
1300,67,877,2225,4.5,2025-01-28,
1301,67,133,2226,4.5,2024-09-28,
1302,67,644,2227,3.5,2024-01-15,观点很有趣，写作风格也不错。
1303,67,313,2229,4.0,2024-06-17,整体来说不错，有些章节特别精彩。
1304,67,491,2230,5.0,2024-12-05,
1305,67,735,2231,5.0,2024-12-03,
1306,67,650,2232,5.0,2023-05-14,内容超出预期，值得一读。
1307,67,865,2233,3.0,2024-01-06,
1308,67,429,2236,4.5,2023-10-22,
1309,67,822,2237,4.0,2023-12-12,
1310,67,878,2238,4.5,2024-01-19,这本书改变了我的看法，太棒了。
1311,67,832,2239,4.0,2023-09-06,
1312,67,58,2240,5.0,2023-11-04,绝对的经典，每一页都很精彩。
1313,67,968,2241,3.0,2023-12-09,
1314,67,991,2242,4.0,2024-07-25,
1315,67,821,2245,3.0,2023-04-28,内容一般，不过有几个亮点。
1316,67,240,2247,4.0,2025-02-28,
1317,67,211,2248,4.0,2024-02-23,观点很有趣，写作风格也不错。
1318,67,4,2249,2.0,2023-12-04,
1319,67,726,2251,2.0,2024-09-19,这本书可以跳过，没什么特别之处。
1320,68,215,2254,4.5,2024-06-10,
1321,68,61,2255,4.0,2023-12-18,
1322,68,398,2256,5.0,2024-11-17,
1323,68,691,2257,5.0,2024-07-26,
1324,68,726,2258,3.0,2024-04-09,可以一读，但不要期望太高。
1325,68,476,2260,4.0,2024-04-03,
1326,68,691,2263,4.5,2024-03-12,这本书改变了我的看法，太棒了。
1327,68,282,2266,4.0,2024-02-25,
1328,68,564,2267,4.5,2024-08-13,
1329,68,189,2269,4.0,2023-11-22,
1330,68,241,2271,4.5,2025-03-06,非常棒的书，强烈推荐！
1331,68,614,2272,5.0,2025-01-21,
1332,68,849,2275,4.5,2024-02-17,
1333,68,929,2276,3.5,2025-01-24,整体来说不错，有些章节特别精彩。
1334,68,963,2279,5.0,2024-03-03,
1335,68,451,2280,4.0,2023-12-03,
1336,68,133,2284,4.5,2024-02-09,
1337,68,628,2285,4.0,2023-11-30,整体来说不错，有些章节特别精彩。
1338,68,950,2287,3.5,2024-01-03,整体来说不错，有些章节特别精彩。
1339,68,131,2288,4.0,2024-01-01,观点很有趣，写作风格也不错。
1340,68,462,2289,5.0,2024-11-09,这是我读过的最好的书之一。
1341,68,699,2290,4.5,2023-12-13,
1342,68,234,2293,4.5,2024-12-06,
1343,69,915,2295,3.0,2024-04-25,
1344,69,465,2296,3.0,2023-08-13,
1345,69,14,2299,3.5,2022-09-29,整体来说不错，有些章节特别精彩。
1346,69,962,2301,3.5,2024-01-06,观点很有趣，写作风格也不错。
1347,69,148,2302,3.0,2025-01-09,
1348,69,641,2303,3.0,2025-02-16,
1349,69,485,2304,3.5,2023-06-14,
1350,69,619,2305,3.0,2024-02-15,
1351,69,412,2306,3.5,2023-11-28,
1352,69,494,2307,4.0,2025-01-30,
1353,69,332,2308,3.5,2024-01-22,
1354,69,477,2309,2.5,2024-03-28,
1355,69,160,2310,2.5,2024-02-18,
1356,69,752,2313,3.5,2023-03-17,
1357,69,120,2314,2.5,2025-01-17,
1358,69,301,2315,3.5,2023-05-26,这本书给了我很多启发，值得一读。
1359,69,90,2317,3.5,2023-10-16,
1360,69,845,2318,3.0,2022-11-07,
1361,69,132,2319,3.5,2023-01-31,
1362,69,868,2320,3.0,2022-06-05,部分内容有价值，但结构不太紧凑。
1363,69,931,2321,3.0,2024-01-03,
1364,69,980,2323,3.0,2024-12-28,
1365,69,401,2325,3.5,2023-09-17,整体来说不错，有些章节特别精彩。
1366,69,622,2329,4.0,2023-09-14,很好的一本书，内容充实。
1367,69,448,2330,4.0,2024-06-26,整体来说不错，有些章节特别精彩。
1368,69,753,2331,3.5,2022-04-04,
1369,69,804,2332,2.5,2024-08-08,
1370,69,508,2333,2.0,2022-06-14,
1371,69,456,2334,4.0,2023-01-28,
1372,69,753,2336,3.5,2024-06-24,
1373,69,433,2338,4.0,2024-12-08,
1374,69,577,2339,2.5,2023-10-18,
1375,69,157,2340,2.5,2022-06-19,可以一读，但不要期望太高。
1376,69,65,2341,3.5,2025-03-08,
1377,69,577,2343,3.5,2023-05-10,
1378,69,144,2344,3.0,2022-03-18,
1379,69,266,2345,3.0,2022-08-03,
1380,69,268,2347,4.0,2022-10-19,
1381,69,767,2348,3.0,2024-08-22,
1382,69,215,2349,3.5,2022-07-24,
1383,70,31,2351,2.5,2024-08-02,
1384,70,60,2352,3.5,2023-12-03,
1385,70,991,2353,5.0,2023-10-01,
1386,70,607,2359,5.0,2024-09-26,
1387,70,607,2360,5.0,2020-09-01,
1388,70,410,2362,4.5,2024-05-11,
1389,70,730,2363,4.5,2021-07-22,
1390,70,951,2364,5.0,2022-11-06,
1391,70,958,2365,4.0,2021-12-13,
1392,70,800,2366,2.5,2020-08-28,内容一般，不过有几个亮点。
1393,70,403,2368,4.0,2024-01-07,
1394,70,102,2369,2.5,2021-05-04,
1395,70,615,2372,2.0,2022-05-13,
1396,70,769,2373,3.5,2023-09-04,整体来说不错，有些章节特别精彩。
1397,70,385,2374,3.5,2025-03-02,
1398,70,386,2377,4.5,2024-06-13,绝对的经典，每一页都很精彩。
1399,70,737,2380,3.5,2024-06-23,
1400,70,305,2383,4.5,2023-05-21,
1401,70,62,2384,5.0,2021-06-02,
1402,70,356,2386,3.5,2022-06-16,
1403,70,967,2388,4.5,2021-05-26,
1404,70,356,2390,2.5,2020-10-20,
1405,70,264,2391,5.0,2024-12-26,绝对的经典，每一页都很精彩。
1406,70,264,2392,4.0,2024-07-07,
1407,71,275,2394,3.0,2023-10-27,
1408,71,216,2395,4.0,2025-02-05,
1409,71,142,2396,2.0,2023-03-31,
1410,71,457,2397,4.0,2024-06-25,
1411,71,136,2398,3.5,2023-08-19,很好的一本书，内容充实。
1412,71,606,2399,3.0,2023-07-04,部分内容有价值，但结构不太紧凑。
1413,71,169,2400,4.0,2024-05-14,
1414,71,592,2402,3.0,2024-05-14,
1415,71,675,2403,4.0,2023-04-12,
1416,71,710,2404,3.5,2025-01-14,
1417,71,277,2405,4.5,2024-02-03,内容超出预期，值得一读。
1418,71,902,2406,3.0,2024-10-29,可以一读，但不要期望太高。
1419,71,571,2408,3.5,2023-04-24,
1420,71,590,2409,4.0,2024-11-13,很好的一本书，内容充实。
1421,71,946,2410,3.5,2024-11-19,推荐阅读，内容有深度。
1422,71,442,2411,3.5,2024-09-20,
1423,71,466,2412,3.0,2024-01-06,
1424,71,169,2414,3.0,2023-08-29,
1425,71,262,2418,4.0,2024-04-15,
1426,71,707,2419,4.0,2024-11-22,
1427,71,85,2420,3.0,2023-07-21,
1428,71,175,2422,3.5,2023-06-16,
1429,71,494,2423,4.5,2023-10-21,
1430,71,502,2424,4.0,2023-04-11,
1431,71,654,2425,3.5,2024-03-08,推荐阅读，内容有深度。
1432,72,592,2427,4.0,2024-08-03,
1433,72,48,2429,4.0,2025-02-18,很好的一本书，内容充实。
1434,72,427,2430,3.0,2024-04-30,
1435,72,41,2433,3.0,2024-11-22,有些见解很独特，但整体平平。
1436,72,908,2435,3.5,2024-12-03,
1437,72,914,2437,4.5,2024-12-02,这本书改变了我的看法，太棒了。
1438,72,56,2439,4.5,2024-06-15,内容超出预期，值得一读。
1439,72,973,2440,3.0,2024-08-18,还可以，但有些部分比较枯燥。
1440,72,399,2442,5.0,2024-10-29,绝对的经典，每一页都很精彩。
1441,72,769,2443,2.0,2024-11-12,
1442,72,956,2444,4.0,2024-05-25,
1443,72,364,2445,2.5,2024-12-25,
1444,72,903,2446,3.0,2024-04-22,
1445,72,325,2447,3.0,2024-06-01,
1446,72,325,2448,3.0,2024-11-30,
1447,72,356,2451,3.5,2025-02-21,
1448,72,993,2452,4.0,2024-03-25,
1449,73,75,2458,4.5,2023-11-09,
1450,73,61,2459,3.0,2022-12-06,部分内容有价值，但结构不太紧凑。
1451,73,327,2460,4.5,2022-08-24,这本书改变了我的看法，太棒了。
1452,73,864,2461,2.5,2022-05-09,部分内容有价值，但结构不太紧凑。
1453,73,139,2464,5.0,2024-07-14,
1454,73,345,2467,4.0,2023-04-27,
1455,73,657,2469,4.5,2025-02-01,这是我读过的最好的书之一。
1456,73,346,2470,3.5,2024-11-10,观点很有趣，写作风格也不错。
1457,73,986,2473,3.5,2023-04-22,推荐阅读，内容有深度。
1458,73,436,2474,4.0,2022-04-24,
1459,73,973,2477,2.5,2022-10-27,还可以，但有些部分比较枯燥。
1460,73,839,2478,3.5,2023-04-12,
1461,73,246,2481,5.0,2023-12-20,
1462,73,302,2483,5.0,2024-04-29,这是我读过的最好的书之一。
1463,73,86,2484,3.5,2023-11-23,
1464,73,375,2485,4.0,2023-11-27,
1465,73,697,2486,4.5,2022-09-14,内容超出预期，值得一读。
1466,73,820,2487,4.0,2024-09-08,
1467,73,6,2488,3.5,2023-01-23,
1468,73,979,2489,3.5,2025-01-20,观点很有趣，写作风格也不错。
1469,73,206,2490,4.5,2023-08-11,
1470,73,258,2491,2.5,2021-12-10,
1471,73,678,2492,3.5,2022-10-11,
1472,73,852,2495,4.5,2024-11-28,这本书改变了我的看法，太棒了。
1473,73,28,2499,4.5,2024-12-03,
1474,74,942,2500,3.5,2024-03-06,
1475,74,585,2506,3.5,2022-01-16,
1476,74,385,2507,5.0,2023-03-04,
1477,74,387,2508,4.0,2023-01-08,
1478,74,400,2509,4.0,2024-01-28,
1479,74,599,2513,3.0,2023-10-12,
1480,74,265,2514,2.0,2024-09-22,内容过于基础，不适合有经验的读者。
1481,75,430,2515,4.5,2023-04-14,
1482,75,71,2517,3.5,2022-08-16,
1483,75,192,2518,3.5,2025-01-27,
1484,75,761,2519,4.5,2024-11-13,非常棒的书，强烈推荐！
1485,75,213,2520,2.5,2024-10-27,
1486,75,389,2521,3.5,2024-03-24,
1487,75,231,2522,3.0,2023-01-27,内容一般，不过有几个亮点。
1488,75,199,2523,3.5,2023-07-24,
1489,75,795,2525,4.0,2023-05-28,
1490,75,962,2526,4.0,2024-08-17,
1491,75,80,2529,3.5,2022-12-12,观点很有趣，写作风格也不错。
1492,75,88,2530,3.5,2023-08-15,
1493,75,547,2531,3.5,2023-09-05,
1494,75,625,2532,2.5,2022-11-08,
1495,75,56,2534,3.0,2022-06-20,
1496,75,547,2535,2.5,2023-09-18,内容一般，不过有几个亮点。
1497,75,737,2536,4.0,2024-09-27,
1498,75,211,2538,4.5,2022-10-05,
1499,75,154,2539,3.5,2023-02-06,
1500,75,995,2541,2.5,2024-07-05,
1501,75,526,2542,4.0,2024-01-20,
1502,75,568,2543,4.0,2024-10-22,
1503,75,971,2545,3.5,2024-06-03,
1504,75,593,2546,3.5,2022-11-06,很好的一本书，内容充实。
1505,75,878,2547,3.5,2023-01-26,这本书给了我很多启发，值得一读。
1506,75,336,2548,2.5,2023-09-21,
1507,75,593,2550,2.5,2022-11-28,
1508,75,21,2551,3.5,2022-06-16,
1509,75,228,2552,3.0,2023-03-31,
1510,75,900,2553,3.0,2024-02-22,有些见解很独特，但整体平平。
1511,75,724,2554,3.5,2022-03-26,
1512,75,231,2555,3.0,2023-05-15,
1513,75,147,2557,3.5,2022-09-23,
1514,75,859,2558,4.0,2025-01-09,观点很有趣，写作风格也不错。
1515,75,438,2559,4.5,2022-08-14,
1516,75,203,2566,4.5,2025-01-25,
1517,76,696,2572,3.0,2024-10-24,
1518,76,315,2574,3.0,2024-08-03,
1519,76,292,2577,2.5,2023-04-22,
1520,76,172,2578,1.5,2024-05-01,写作风格不佳，难以继续阅读。
1521,76,737,2579,2.5,2023-08-07,内容一般，不过有几个亮点。
1522,77,831,2583,4.0,2022-05-27,
1523,77,106,2585,2.5,2022-09-05,部分内容有价值，但结构不太紧凑。
1524,77,345,2586,4.0,2023-02-14,很好的一本书，内容充实。
1525,77,777,2587,3.5,2021-12-10,整体来说不错，有些章节特别精彩。
1526,77,183,2589,3.5,2022-08-15,
1527,77,380,2595,4.0,2022-04-15,
1528,77,753,2596,2.5,2024-01-14,
1529,77,952,2598,4.0,2023-07-17,
1530,77,842,2599,2.0,2021-06-25,内容比较薄弱，不太推荐。
1531,77,486,2600,2.0,2023-04-25,内容过于基础，不适合有经验的读者。
1532,77,70,2601,4.0,2021-08-26,整体来说不错，有些章节特别精彩。
1533,77,110,2602,2.5,2024-01-18,
1534,77,468,2604,2.0,2023-06-10,
1535,77,707,2606,2.5,2023-08-15,
1536,77,804,2607,2.0,2023-06-11,
1537,77,803,2609,4.5,2021-04-15,绝对的经典，每一页都很精彩。
1538,77,591,2610,4.0,2022-08-18,观点很有趣，写作风格也不错。
1539,77,591,2611,4.0,2024-04-14,
1540,77,796,2615,3.5,2023-06-17,
1541,77,962,2616,3.0,2023-11-08,
1542,77,178,2617,4.0,2023-01-14,
1543,77,375,2618,3.5,2024-02-05,
1544,77,815,2620,3.5,2023-06-07,
1545,77,166,2621,3.0,2023-05-14,
1546,77,315,2623,3.5,2022-11-20,很好的一本书，内容充实。
1547,77,749,2625,3.5,2022-07-10,整体来说不错，有些章节特别精彩。
1548,77,132,2626,3.0,2021-08-20,还可以，但有些部分比较枯燥。
1549,77,256,2627,3.5,2024-02-03,观点很有趣，写作风格也不错。
1550,77,663,2628,4.0,2021-09-06,
1551,78,475,2631,2.5,2024-08-24,
1552,78,898,2633,2.5,2023-06-26,
1553,78,562,2636,3.5,2023-01-06,
1554,78,9,2637,2.5,2023-03-16,有些见解很独特，但整体平平。
1555,78,871,2638,2.5,2024-10-25,内容一般，不过有几个亮点。
1556,78,951,2639,4.5,2023-06-01,这是我读过的最好的书之一。
1557,78,659,2642,2.5,2022-01-21,
1558,78,871,2643,4.0,2022-08-16,
1559,78,546,2646,3.0,2023-10-24,
1560,78,32,2647,2.0,2023-11-07,写作风格不佳，难以继续阅读。
1561,78,892,2648,4.5,2023-09-12,
1562,78,593,2649,2.5,2021-10-27,
1563,78,492,2650,2.5,2023-04-26,
1564,78,225,2651,5.0,2022-06-05,
1565,78,867,2652,1.0,2022-05-04,
1566,78,283,2653,3.0,2023-06-24,
1567,78,546,2654,2.5,2024-10-06,
1568,78,382,2655,3.0,2022-03-31,
1569,78,886,2658,3.5,2023-05-01,很好的一本书，内容充实。
1570,78,160,2659,3.0,2024-09-16,
1571,78,989,2660,3.5,2022-02-24,
1572,78,749,2661,2.5,2024-04-09,
1573,78,906,2662,3.5,2023-12-26,
1574,78,37,2664,3.5,2024-01-01,
1575,78,4,2667,4.5,2023-01-03,
1576,78,475,2668,4.0,2022-06-13,
1577,78,225,2669,4.5,2024-12-08,
1578,78,122,2670,4.5,2022-10-16,
1579,78,199,2671,1.5,2024-12-07,
1580,78,144,2672,1.5,2025-02-10,
1581,78,262,2675,3.5,2021-10-07,
1582,78,740,2678,2.0,2022-08-23,写作风格不佳，难以继续阅读。
1583,78,293,2679,3.0,2022-06-02,
1584,78,7,2680,3.0,2024-04-29,有些见解很独特，但整体平平。
1585,78,523,2681,4.5,2023-04-17,
1586,78,85,2682,2.5,2023-11-04,
1587,78,359,2683,2.0,2025-03-08,
1588,78,347,2684,3.5,2023-03-06,
1589,78,254,2685,3.0,2023-11-11,
1590,78,874,2686,4.5,2022-09-29,
1591,78,736,2687,3.5,2024-10-14,这本书给了我很多启发，值得一读。
1592,78,606,2691,3.0,2022-02-01,
1593,78,174,2692,4.5,2022-11-10,
1594,78,69,2694,3.0,2021-10-10,
1595,78,68,2695,4.0,2024-05-23,
1596,78,632,2696,4.5,2023-06-10,非常棒的书，强烈推荐！
1597,78,254,2698,3.0,2022-02-03,
1598,78,367,2699,5.0,2022-07-25,
1599,78,589,2703,4.0,2023-11-14,
1600,78,900,2704,5.0,2022-08-06,绝对的经典，每一页都很精彩。
1601,78,867,2705,1.0,2022-08-06,这本书可以跳过，没什么特别之处。
1602,78,5,2706,5.0,2024-01-10,
1603,78,269,2707,2.0,2021-06-15,
1604,78,107,2708,4.0,2021-10-28,推荐阅读，内容有深度。
1605,78,654,2709,2.0,2023-12-29,
1606,78,79,2711,3.5,2023-04-05,
1607,78,571,2713,2.0,2024-12-19,
1608,78,163,2715,4.0,2022-12-05,
1609,78,546,2718,3.5,2024-01-02,
1610,78,920,2720,3.5,2021-07-29,
1611,78,903,2721,1.0,2025-01-20,写作风格不佳，难以继续阅读。
1612,78,590,2724,5.0,2022-09-28,
1613,78,897,2726,5.0,2021-08-17,
1614,78,331,2727,2.0,2021-06-23,写作风格不佳，难以继续阅读。
1615,78,796,2729,3.5,2022-03-24,
1616,78,980,2730,3.5,2021-09-15,
1617,78,197,2731,1.5,2022-06-04,
1618,78,596,2733,2.0,2021-07-13,失望，与描述的不符。
1619,78,492,2734,4.0,2023-10-27,
1620,78,66,2736,2.0,2024-10-11,
1621,78,675,2737,4.0,2024-01-18,推荐阅读，内容有深度。
1622,78,461,2738,5.0,2023-06-12,
1623,78,565,2740,3.0,2023-02-05,可以一读，但不要期望太高。
1624,78,157,2741,3.0,2022-08-13,
1625,78,391,2743,5.0,2022-01-26,
1626,78,661,2744,4.0,2022-07-05,
1627,78,203,2746,4.5,2023-06-26,
1628,78,962,2748,2.5,2023-09-05,
1629,78,511,2749,4.0,2023-04-09,
1630,78,632,2750,1.5,2023-08-07,
1631,78,9,2751,3.0,2021-11-17,还可以，但有些部分比较枯燥。
1632,78,203,2754,5.0,2025-02-22,
1633,78,384,2757,3.5,2024-05-01,
1634,78,592,2760,2.0,2023-01-30,
1635,78,225,2761,3.0,2024-04-28,
1636,78,695,2762,3.0,2022-07-11,
1637,78,746,2763,3.5,2024-08-06,
1638,78,175,2765,2.5,2021-06-24,
1639,78,254,2768,2.0,2023-01-07,
1640,78,632,2769,3.5,2022-02-13,观点很有趣，写作风格也不错。
1641,78,663,2770,4.5,2022-03-15,内容超出预期，值得一读。
1642,79,658,2772,3.5,2023-11-08,
1643,79,304,2773,2.5,2022-03-12,内容一般，不过有几个亮点。
1644,79,552,2775,4.0,2023-03-03,推荐阅读，内容有深度。
1645,79,768,2776,4.0,2021-12-04,
1646,79,255,2778,1.0,2025-03-08,
1647,79,74,2785,4.0,2024-03-17,
1648,79,106,2786,4.0,2024-05-28,
1649,79,163,2787,4.5,2025-02-14,这是我读过的最好的书之一。
1650,79,48,2788,2.5,2024-01-19,
1651,79,488,2789,3.0,2023-01-03,内容一般，不过有几个亮点。
1652,80,949,2791,2.5,2024-03-10,内容一般，不过有几个亮点。
1653,80,515,2792,4.0,2021-10-05,
1654,80,279,2793,3.0,2021-07-18,
1655,81,934,2794,2.5,2021-11-20,还可以，但有些部分比较枯燥。
1656,81,453,2797,4.0,2025-03-08,
1657,81,792,2800,1.5,2025-02-09,
1658,81,23,2801,3.0,2024-08-20,
1659,81,29,2803,3.5,2022-05-04,观点很有趣，写作风格也不错。
1660,81,752,2815,4.0,2023-08-07,这本书给了我很多启发，值得一读。
1661,81,595,2817,4.5,2022-05-16,
1662,81,74,2818,3.0,2023-08-22,
1663,81,744,2820,3.5,2023-11-18,
1664,81,980,2821,3.5,2023-12-20,整体来说不错，有些章节特别精彩。
1665,81,230,2822,3.5,2023-07-29,
1666,81,84,2823,2.5,2022-06-06,
1667,81,246,2824,4.0,2025-02-22,整体来说不错，有些章节特别精彩。
1668,81,927,2826,4.5,2025-03-08,
1669,81,342,2828,1.0,2024-07-15,
1670,81,805,2829,2.5,2023-06-03,有些见解很独特，但整体平平。
1671,81,645,2830,2.0,2022-08-21,
1672,81,23,2834,4.0,2023-05-07,整体来说不错，有些章节特别精彩。
1673,81,388,2835,5.0,2025-03-02,
1674,81,588,2836,3.5,2022-02-21,
1675,81,594,2841,4.0,2024-06-05,
1676,81,251,2842,3.0,2023-07-07,
1677,81,636,2844,5.0,2023-12-10,
1678,81,132,2846,4.5,2024-06-14,绝对的经典，每一页都很精彩。
1679,82,729,2848,2.5,2024-01-21,
1680,82,342,2851,4.0,2024-10-09,
1681,82,240,2852,4.0,2024-12-13,观点很有趣，写作风格也不错。
1682,83,981,2854,4.0,2023-01-21,
1683,83,439,2856,3.5,2024-09-19,
1684,83,49,2857,3.5,2023-04-21,
1685,83,607,2860,3.0,2025-02-01,
1686,83,197,2862,2.0,2023-07-17,
1687,83,200,2863,4.5,2023-06-14,内容超出预期，值得一读。
1688,83,52,2864,4.0,2025-03-06,整体来说不错，有些章节特别精彩。
1689,83,787,2868,3.5,2024-09-19,这本书给了我很多启发，值得一读。
1690,83,25,2873,3.5,2023-05-29,观点很有趣，写作风格也不错。
1691,83,508,2875,2.5,2024-03-01,
1692,83,269,2876,3.0,2023-09-11,
1693,83,97,2877,3.0,2023-01-10,有些见解很独特，但整体平平。
1694,84,585,2880,4.0,2022-11-20,
1695,84,602,2881,5.0,2023-10-09,
1696,84,86,2882,4.5,2023-08-08,
1697,84,583,2883,3.0,2022-05-08,
1698,84,126,2885,5.0,2022-11-19,
1699,84,445,2886,3.5,2023-06-10,
1700,84,117,2887,4.0,2022-07-17,观点很有趣，写作风格也不错。
1701,84,918,2888,3.5,2024-03-27,这本书给了我很多启发，值得一读。
1702,84,777,2889,3.5,2024-04-26,整体来说不错，有些章节特别精彩。
1703,84,747,2890,4.5,2024-07-09,
1704,84,139,2891,3.5,2023-08-22,
